id,name,level,parent_id
5010000,大连市,2,5000000
3005000,大庆市,2,3000000
23003000,大同市,2,23000000
3013000,大兴安岭地区(加格达奇),2,3000000
5009000,丹东市,2,5000000
20009000,德宏傣族景颇族自治州,2,20000000
15004000,德阳市,2,15000000
16003000,德州市,2,16000000
20011000,迪庆藏族自治州,2,20000000
14011000,定西市,2,14000000
12011000,东莞市,2,12000000
16004000,东营市,2,16000000
26007000,鄂尔多斯市,2,26000000
11007000,鄂州市,2,11000000
11013000,恩施土家族苗族自治州,2,11000000
25009000,防城港市,2,25000000
12016000,佛山市,2,12000000
17001000,福州市,2,17000000
5005000,抚顺市,2,5000000
22009000,抚州市,2,22000000
5003000,阜新市,2,5000000
7005000,阜阳市,2,7000000
14014000,甘南藏族自治州,2,14000000
15020000,甘孜藏族自治州,2,15000000
22007000,赣州市,2,22000000
27004000,固原市,2,27000000
15006000,广安市,2,15000000
15002000,广元市,2,15000000
12001000,广州市,2,12000000
25005000,贵港市,2,25000000
24001000,贵阳市,2,24000000
25002000,桂林市,2,25000000
28006000,果洛藏族自治州,2,28000000
3001000,哈尔滨市,2,3000000
29007000,哈密地区,2,29000000
28003000,海北藏族自治州(海晏县西海镇),2,28000000
28002000,海东地区,2,28000000
30001000,海口市,2,30000000
28004000,海南藏族自治州,2,28000000
28008000,海西蒙古族藏族自治州,2,28000000
21011000,邯郸市,2,21000000
10007000,汉中市,2,10000000
9001000,杭州市,2,9000000
7001000,合肥市,2,7000000
29005000,和田地区,2,29000000
25012000,河池市,2,25000000
12004000,河源市,2,12000000
16017000,菏泽市,2,16000000
25014000,贺州市,2,25000000
18006000,鹤壁市,2,18000000
3006000,鹤岗市,2,3000000
3004000,黑河市,2,3000000
21008000,衡水市,2,21000000
13008000,衡阳市,2,13000000
20014000,红河哈尼族彝族自治州,2,20000000
26001000,呼和浩特市,2,26000000
26006000,呼伦贝尔市,2,26000000
9002000,湖州市,2,9000000
5014000,葫芦岛市,2,5000000
13012000,怀化市,2,13000000
8005000,淮安市,2,8000000
7003000,淮北市,2,7000000
7007000,淮南市,2,7000000
11006000,黄冈市,2,11000000
28005000,黄南藏族自治州,2,28000000
7013000,黄山市,2,7000000
11008000,黄石市,2,11000000
12010000,惠州市,2,12000000
3010000,鸡西市,2,3000000
22011000,吉安市,2,22000000
4004000,吉林市,2,4000000
16001000,济南市,2,16000000
16013000,济宁市,2,16000000
3008000,佳木斯市,2,3000000
9003000,嘉兴市,2,9000000
14002000,嘉峪关市,2,14000000
12015000,江门市,2,12000000
18004000,焦作市,2,18000000
12008000,揭阳市,2,12000000
14003000,金昌市,2,14000000
9008000,金华市,2,9000000
5013000,锦州市,2,5000000
23006000,晋城市,2,23000000
23008000,晋中市,2,23000000
11004000,荆门市,2,11000000
11010000,荆州市,2,11000000
22003000,景德镇市,2,22000000
22002000,九江市,2,22000000
14007000,酒泉市,2,14000000
29003000,喀什地区,2,29000000
18009000,开封市,2,18000000
29002000,克拉玛依市,2,29000000
29008000,克孜勒苏柯尔克孜自治州,2,29000000
20001000,昆明市,2,20000000
31001000,拉萨市,2,31000000
25013000,来宾市,2,25000000
16015000,莱芜市,2,16000000
14001000,兰州市,2,14000000
21006000,廊坊市,2,21000000
15009000,乐山市,2,15000000
20006000,丽江市,2,20000000
9011000,丽水市,2,9000000
8003000,连云港市,2,8000000
15021000,凉山彝族自治州,2,15000000
5007000,辽阳市,2,5000000
4006000,辽源市,2,4000000
16002000,聊城市,2,16000000
31004000,林芝地区(林芝县八一镇),2,31000000
20008000,临沧市,2,20000000
23009000,临汾市,2,23000000
14013000,临夏回族自治州,2,14000000
16011000,临沂市,2,16000000
25003000,柳州市,2,25000000
7014000,六安市,2,7000000
24002000,六盘水市,2,24000000
17008000,龙岩市,2,17000000
14012000,陇南市,2,14000000
13013000,娄底市,2,13000000
15011000,泸州市,2,15000000
23010000,吕梁市,2,23000000
18003000,洛阳市,2,18000000
18012000,漯河市,2,18000000
7009000,马鞍山市,2,7000000
12020000,茂名市,2,12000000
15017000,眉山市,2,15000000
12005000,梅州市,2,12000000
15003000,绵阳市,2,15000000
3011000,牡丹江市,2,3000000
15008000,内江市,2,15000000
31002000,那曲地区,2,31000000
22001000,南昌市,2,22000000
15005000,南充市,2,15000000
8001000,南京市,2,8000000
25001000,南宁市,2,25000000
17002000,南平市,2,17000000
8009000,南通市,2,8000000
18014000,南阳市,2,18000000
9005000,宁波市,2,9000000
17009000,宁德市,2,17000000
20010000,怒江傈僳族自治州(泸水县六库镇),2,20000000
15013000,攀枝花市,2,15000000
5012000,盘锦市,2,5000000
18013000,平顶山市,2,18000000
14010000,平凉市,2,14000000
22006000,萍乡市,2,22000000
17003000,莆田市,2,17000000
18008000,濮阳市,2,18000000
20007000,普洱市,2,20000000
3002000,七台河市,2,3000000
3003000,齐齐哈尔市,2,3000000
24007000,黔东南苗族侗族自治州,2,24000000
24008000,黔南布依族苗族自治州,2,24000000
24009000,黔西南布依族苗族自治州,2,24000000
25007000,钦州市,2,25000000
21004000,秦皇岛市,2,21000000
16009000,青岛市,2,16000000
12002000,清远市,2,12000000
14009000,庆阳市,2,14000000
20002000,曲靖市,2,20000000
9007000,衢州市,2,9000000
17005000,泉州市,2,17000000
31006000,日喀则地区,2,31000000
16010000,日照市,2,16000000
18002000,三门峡市,2,18000000
17004000,三明市,2,17000000
30002000,三亚市,2,30000000
31005000,山南地区,2,31000000
12007000,汕头市,2,12000000
12009000,汕尾市,2,12000000
10010000,商洛市,2,10000000
18010000,商丘市,2,18000000
2001000,上海市,2,2000000
22008000,上饶市,2,22000000
12003000,韶关市,2,12000000
13011000,邵阳市,2,13000000
9006000,绍兴市,2,9000000
12012000,深圳市,2,12000000
5001000,沈阳市,2,5000000
11002000,十堰市,2,11000000
21001000,石家庄市,2,21000000
27002000,石嘴山市,2,27000000
3009000,双鸭山市,2,3000000
23002000,朔州市,2,23000000
4005000,四平市,2,4000000
4003000,松原市,2,4000000
8013000,苏州市,2,8000000
8004000,宿迁市,2,8000000
7002000,宿州市,2,7000000
3012000,绥化市,2,3000000
11012000,随州市,2,11000000
15007000,遂宁市,2,15000000
29013000,塔城地区,2,29000000
34001000,台湾省,2,34000000
9009000,台州市,2,9000000
23001000,太原市,2,23000000
16014000,泰安市,2,16000000
8008000,泰州市,2,8000000
21005000,唐山市,2,21000000
6001000,天津市,2,6000000
14005000,天水市,2,14000000
5004000,铁岭市,2,5000000
4007000,通化市,2,4000000
26005000,通辽市,2,26000000
10003000,铜川市,2,10000000
7011000,铜陵市,2,7000000
24006000,铜仁地区,2,24000000
29006000,吐鲁番地区,2,29000000
16008000,威海市,2,16000000
16006000,潍坊市,2,16000000
10004000,渭南市,2,10000000
9010000,温州市,2,9000000
20015000,文山壮族苗族自治州,2,20000000
26003000,乌海市,2,26000000
26008000,乌兰察布市,2,26000000
29001000,乌鲁木齐市,2,29000000
8012000,无锡市,2,8000000
27003000,吴忠市,2,27000000
7010000,芜湖市,2,7000000
25004000,梧州市,2,25000000
11001000,武汉市,2,11000000
14006000,武威市,2,14000000
10001000,西安市,2,10000000
28001000,西宁市,2,28000000
20016000,西双版纳傣族自治州,2,20000000
26011000,锡林郭勒盟,2,26000000
17006000,厦门市,2,17000000
11009000,咸宁市,2,11000000
10005000,咸阳市,2,10000000
32001000,香港特别行政区,2,32000000
13007000,湘潭市,2,13000000
13014000,湘西土家族苗族自治州,2,13000000
11003000,襄樊市,2,11000000
11005000,孝感市,2,11000000
23007000,忻州市,2,23000000
18005000,新乡市,2,18000000
22005000,新余市,2,22000000
18015000,信阳市,2,18000000
26010000,兴安盟,2,26000000
21010000,邢台市,2,21000000
8002000,徐州市,2,8000000
18011000,许昌市,2,18000000
7017000,宣城市,2,7000000
15018000,雅安市,2,15000000
16007000,烟台市,2,16000000
10002000,延安市,2,10000000
4009000,延边朝鲜族自治州,2,4000000
8006000,盐城市,2,8000000
8007000,扬州市,2,8000000
12019000,阳江市,2,12000000
23004000,阳泉市,2,23000000
3007000,伊春市,2,3000000
29012000,伊犁哈萨克自治州,2,29000000
15012000,宜宾市,2,15000000
11011000,宜昌市,2,11000000
22010000,宜春市,2,22000000
13004000,益阳市,2,13000000
27001000,银川市,2,27000000
22004000,鹰潭市,2,22000000
5011000,营口市,2,5000000
13010000,永州市,2,13000000
10008000,榆林市,2,10000000
25006000,玉林市,2,25000000
28007000,玉树藏族自治州,2,28000000
20003000,玉溪市,2,20000000
13005000,岳阳市,2,13000000
12018000,云浮市,2,12000000
23011000,运城市,2,23000000
16012000,枣庄市,2,16000000
12021000,湛江市,2,12000000
13002000,张家界市,2,13000000
21002000,张家口市,2,21000000
14008000,张掖市,2,14000000
17007000,漳州市,2,17000000
20005000,昭通市,2,20000000
12017000,肇庆市,2,12000000
8010000,镇江市,2,8000000
18001000,郑州市,2,18000000
12014000,中山市,2,12000000
27005000,中卫市,2,27000000
19001000,重庆市,2,19000000
9004000,舟山市,2,9000000
18016000,周口市,2,18000000
13006000,株洲市,2,13000000
12013000,珠海市,2,12000000
18017000,驻马店市,2,18000000
15016000,资阳市,2,15000000
16005000,淄博市,2,16000000
15010000,自贡市,2,15000000
24003000,遵义市,2,24000000
31002006,安多县,3,31002000
31006007,昂仁县,3,31006000
31003010,八宿县,3,31003000
31002008,巴青县,3,31002000
31006009,白朗县,3,31006000
31002003,班戈县,3,31002000
31002009,比如县,3,31002000
31003002,边坝县,3,31003000
31004006,波密县,3,31004000
31003012,察雅县,3,31003000
31004007,察隅县,3,31004000
31003001,昌都县,3,31003000
31005007,措美县,3,31005000
31007008,措勤县,3,31007000
31005012,错那县,3,31005000
31001006,达孜县,3,31001000
31001001,当雄县,3,31001000
31003003,丁青县,3,31003000
31006012,定结县,3,31006000
31006003,定日县,3,31006000
31001007,堆龙德庆县,3,31001000
31007001,噶尔县,3,31007000
31007007,改则县,3,31007000
31006019,岗巴县,3,31006000
31007006,革吉县,3,31007000
31004004,工布江达县,3,31004000
31005003,贡嘎县,3,31005000
31003007,贡觉县,3,31003000
31006015,吉隆县,3,31006000
31005008,加查县,3,31005000
31002007,嘉黎县,3,31002000
31003006,江达县,3,31003000
31006002,江孜县,3,31006000
31006011,康马县,3,31006000
31001009,拉萨市,3,31001000
31006006,拉孜县,3,31006000
31004003,朗县,3,31004000
31005013,浪卡子县,3,31005000
31003004,类乌齐县,3,31003000
31004001,林芝县,3,31004000
31001004,林周县,3,31001000
31005010,隆子县,3,31005000
31003011,洛隆县,3,31003000
31005009,洛扎县,3,31005000
31003008,芒康县,3,31003000
31004002,米林县,3,31004000
31004008,墨脱县,3,31004000
31001008,墨竹工卡县,3,31001000
31002001,那曲县,3,31002000
31005001,乃东县,3,31005000
31006001,南木林县,3,31006000
31002011,尼玛县,3,31002000
31001002,尼木县,3,31001000
31006017,聂拉木县,3,31006000
31002004,聂荣县,3,31002000
31007003,普兰县,3,31007000
31005006,琼结县,3,31005000
31001003,曲水县,3,31001000
31005011,曲松县,3,31005000
31006010,仁布县,3,31006000
31006020,日喀则市,3,31006000
31007004,日土县,3,31007000
31006018,萨嘎县,3,31006000
31006004,萨迦县,3,31006000
31005004,桑日县,3,31005000
31002002,申扎县,3,31002000
31002010,索县,3,31002000
31006008,谢通门县,3,31006000
31006014,亚东县,3,31006000
31007002,扎达县,3,31007000
31005002,扎囊县,3,31005000
31006013,仲巴县,3,31006000
31003009,左贡县,3,31003000
